Customer_ID,Recency,Frequency,Monetary,Avg_Order_Value,Session_Count,Avg_Session_Duration,Pages_Viewed,Clicks,Campaign_Response,Wishlist_Adds,Cart_Abandon_Rate,Returns,Customer_ID_Encoded,Segment_Copper,Segment_Gold,Segment_Iron,Segment_Platinum,Segment_Silver
CUST00013,48.0,18.0,442.0,64.0,36.0,11.25019454168104,11.0,440.0,0.0,10.0,28.73891619155672,7.0,12,True,False,False,False,False
CUST00014,11.0,62.0,4511.0,188.0,81.0,25.77796977183369,42.0,2405.0,1.0,43.0,5.15562546258716,8.0,13,False,True,False,False,False
CUST00015,16.0,47.0,3983.0,268.0,95.0,16.849587079821372,33.0,1440.0,0.0,49.0,11.786494371828669,7.0,14,False,True,False,False,False
CUST00016,16.0,55.0,3868.0,285.0,114.0,28.01673066589145,42.0,1860.0,0.0,61.0,12.839252791418875,7.0,15,False,True,False,False,False
CUST00017,44.0,29.0,1207.0,120.0,47.0,11.774316522495983,40.0,1305.0,0.0,33.0,17.95581836542283,4.0,16,False,False,False,False,True
CUST00018,35.0,37.0,1385.0,115.0,64.0,19.01399941229233,44.0,1110.0,0.0,16.0,18.280595427328763,2.0,17,False,False,False,False,True
CUST00019,41.0,36.0,1700.0,151.0,44.0,13.445619079878751,27.0,713.0,0.0,28.0,12.274908908690623,12.0,18,False,False,False,False,True
CUST00020,15.0,59.0,3742.0,164.0,109.0,25.344536128726816,40.0,1103.0,1.0,31.0,11.793166653135536,6.0,19,False,True,False,False,False
CUST00021,39.0,16.0,372.0,56.0,31.0,11.400487969300563,13.0,246.0,1.0,19.0,21.342841178502923,12.0,20,True,False,False,False,False
CUST00022,27.0,50.0,2367.0,214.0,95.0,25.19967822976142,50.0,2578.0,1.0,50.0,11.67190344642561,6.0,21,False,True,False,False,False
CUST00023,28.0,64.0,4663.0,265.0,110.0,19.821937169217065,34.0,1755.0,0.0,40.0,11.44563154631822,7.0,22,False,True,False,False,False
CUST00024,40.0,29.0,1060.0,137.0,37.0,18.972433251916417,49.0,576.0,1.0,38.0,16.22515868412716,4.0,23,False,False,False,False,True
CUST00025,39.0,10.0,1040.0,178.0,52.0,12.829475680373312,24.0,1488.0,0.0,31.0,16.309704448700582,1.0,24,False,False,False,False,True
CUST00026,70.0,5.0,350.0,99.0,22.0,9.157342483233872,29.0,379.0,0.0,12.0,27.90767229881168,2.0,25,True,False,False,False,False
CUST00027,15.0,48.0,2764.0,295.0,115.0,27.47124932895467,56.0,2414.0,1.0,58.0,10.060362702274809,3.0,26,False,True,False,False,False
CUST00028,38.0,15.0,1682.0,108.0,49.0,17.500613241443475,46.0,512.0,1.0,11.0,16.99027414042095,0.0,27,False,False,False,False,True
CUST00029,43.0,30.0,1823.0,197.0,38.0,10.117650943669975,43.0,913.0,0.0,20.0,12.130605510175355,0.0,28,False,False,False,False,True
CUST00030,4.0,62.0,6659.625,215.0,154.5,34.26914720868088,60.0,3117.375,0.0,86.0,3.979530562013335,1.0,29,False,False,False,True,False
CUST00031,41.0,18.0,193.0,91.0,28.0,14.792618656086423,14.0,227.0,0.0,8.0,15.72849979588944,0.0,30,True,False,False,False,False
CUST00032,25.0,44.0,4742.0,230.0,85.0,27.433948367895184,42.0,2952.0,0.0,34.0,6.640307314593894,3.0,31,False,True,False,False,False
CUST00033,14.0,63.0,6659.625,210.0,130.0,20.144398940074357,62.0,3022.0,1.0,51.0,8.20909634070616,3.0,32,False,False,False,True,False
CUST00034,76.0,5.0,6.0,24.0,10.0,8.385646540771331,3.0,79.0,1.0,1.0,40.67938713211129,8.0,33,False,False,True,False,False
CUST00035,124.5,2.0,43.0,40.0,12.0,3.7853342127538023,12.0,131.0,0.0,4.0,25.7840838402982,20.0,34,False,False,True,False,False
CUST00036,85.0,12.0,462.0,73.0,11.0,10.546936856470577,10.0,222.0,0.0,9.0,18.79868044560376,13.0,35,True,False,False,False,False
CUST00037,35.0,26.0,1881.0,159.0,68.0,10.596255243872688,20.0,915.0,0.0,29.0,18.72465523258539,13.0,36,False,False,False,False,True
CUST00038,12.0,62.0,6659.625,229.0,101.0,20.758766258718712,88.0,2792.0,1.0,55.0,7.805205758696064,1.0,37,False,False,False,True,False
CUST00039,59.0,13.0,193.0,106.0,35.0,13.295224152883748,26.0,215.0,0.0,14.0,15.120477958134344,1.0,38,True,False,False,False,False
CUST00040,23.0,10.0,1578.0,183.0,43.0,18.21110527741516,47.0,1036.0,0.0,15.0,16.527597559761254,7.0,39,False,False,False,False,True
CUST00041,15.0,67.0,3987.0,156.0,89.0,23.99142588165628,48.0,2766.0,1.0,62.0,5.021409193454752,5.0,40,False,True,False,False,False
CUST00042,29.0,34.0,961.0,199.0,67.0,18.080776677006256,40.0,591.0,1.0,15.0,15.032283453861176,14.0,41,False,False,False,False,True
CUST00043,12.0,52.0,6659.625,246.0,154.5,23.56796503857162,78.0,3117.375,1.0,51.0,7.88581765108471,1.0,42,False,False,False,True,False
CUST00044,124.5,5.0,42.0,30.0,14.0,2.7473742695669414,14.0,134.0,1.0,3.0,37.07320941088412,22.0,43,False,False,True,False,False
CUST00045,14.0,68.0,3908.0,295.0,80.0,23.180442782004626,63.0,1585.0,0.0,53.0,9.233267270225271,7.0,44,False,True,False,False,False
CUST00046,61.0,12.0,324.0,87.0,21.0,11.086842206035008,28.0,440.0,1.0,19.0,27.266935214691284,10.0,45,True,False,False,False,False
CUST00047,37.0,17.0,802.0,140.0,68.0,17.85202867912825,32.0,692.0,0.0,33.0,11.935433732395726,12.0,46,False,False,False,False,True
CUST00048,21.0,37.0,1677.0,122.0,44.0,16.427519139595468,25.0,1430.0,0.0,12.0,16.0102587748869,13.0,47,False,False,False,False,True
CUST00049,57.0,38.0,999.0,158.0,68.0,11.035765661030153,24.0,567.0,0.0,22.0,19.99364932192679,13.0,48,False,False,False,False,True
CUST00050,20.0,58.0,3185.0,291.0,115.0,19.30728395156443,68.0,2561.0,1.0,68.0,13.227500147651233,9.0,49,False,True,False,False,False
CUST00051,124.5,5.0,97.0,17.0,6.0,4.548324119461707,8.0,223.0,0.0,0.0,20.03066898783344,11.0,50,False,False,True,False,False
CUST00052,52.0,7.0,208.0,88.0,34.0,8.27250307905817,19.0,693.0,0.0,17.0,23.722957114156657,12.0,51,True,False,False,False,False
CUST00053,68.0,4.0,13.0,46.0,8.0,1.1512655183902825,8.0,103.0,0.0,0.0,23.09776428308248,18.0,52,False,False,True,False,False
CUST00054,93.0,1.0,46.0,28.0,18.0,5.155933297566511,10.0,130.0,0.0,2.0,34.61748681036353,19.0,53,False,False,True,False,False
CUST00055,38.0,10.0,934.0,106.0,58.0,14.14698118305128,24.0,1105.0,1.0,33.0,10.099597412043034,9.0,54,False,False,False,False,True
CUST00056,124.5,9.0,12.0,35.0,17.0,3.218301186190626,4.0,162.0,0.0,4.0,40.67938713211129,14.0,55,False,False,True,False,False
CUST00057,10.0,83.0,6659.625,222.0,154.5,35.040076858773055,53.0,2754.0,0.0,86.0,3.180097048142981,3.0,56,False,False,False,True,False
CUST00058,18.0,53.0,3590.0,266.0,75.0,16.007963561285607,54.0,2561.0,0.0,38.0,12.80259330920478,0.0,57,False,True,False,False,False
CUST00059,1.0,54.0,6659.625,371.5,127.0,24.478124038269613,77.0,3117.375,1.0,76.0,8.735596022726128,2.0,58,False,False,False,True,False
CUST00060,40.0,39.0,965.0,198.0,32.0,14.45458688370934,46.0,529.0,0.0,30.0,15.739504229932583,7.0,59,False,False,False,False,True
CUST00061,34.0,27.0,679.0,128.0,67.0,14.27840570627053,36.0,998.0,1.0,32.0,14.790407256746136,5.0,60,False,False,False,False,True
CUST00062,21.0,40.0,3519.0,262.0,79.0,19.66681021139471,32.0,2278.0,1.0,52.0,9.945897780098138,2.0,61,False,True,False,False,False
CUST00063,74.0,11.0,465.0,68.0,39.0,6.272925330950784,16.0,555.0,0.0,15.0,25.650440215128437,0.0,62,True,False,False,False,False
CUST00064,47.0,27.0,1671.0,139.0,64.0,11.903832710609718,25.0,1481.0,0.0,18.0,15.248167503647412,14.0,63,False,False,False,False,True
CUST00065,24.0,42.0,3807.0,181.0,61.0,20.151309241960107,67.0,1609.0,0.0,50.0,7.715447686684391,7.0,64,False,True,False,False,False
CUST00066,47.0,23.0,1759.0,147.0,35.0,18.23724286136987,20.0,927.0,1.0,18.0,10.098607283371395,3.0,65,False,False,False,False,True
CUST00067,22.0,66.0,4985.0,193.0,76.0,19.815322894117,64.0,1379.0,1.0,59.0,12.76768271350073,2.0,66,False,True,False,False,False
CUST00068,66.0,7.0,285.0,106.0,18.0,13.597287835022325,29.0,457.0,0.0,12.0,17.90550439178553,17.0,67,True,False,False,False,False
CUST00069,9.0,50.0,6659.625,231.0,154.5,28.346958406082827,80.0,3117.375,1.0,86.0,6.661929602664312,2.0,68,False,False,False,True,False
CUST00070,124.5,8.0,36.0,37.0,19.0,4.574865738762075,12.0,85.0,1.0,1.0,25.18368955647389,3.0,69,False,False,True,False,False
CUST00071,43.0,11.0,189.0,57.0,33.0,14.02776047764545,24.0,462.0,0.0,10.0,22.87803300346196,11.0,70,True,False,False,False,False
CUST00072,27.0,44.0,2100.0,165.0,64.0,25.237395506057236,57.0,2272.0,1.0,56.0,12.172635253579273,3.0,71,False,True,False,False,False
CUST00073,11.0,50.0,6659.625,200.0,154.5,25.125863245892152,77.0,3117.375,0.0,86.0,4.702884767031758,0.0,72,False,False,False,True,False
CUST00074,79.0,15.0,424.0,83.0,16.0,13.269490250841107,24.0,448.0,0.0,9.0,24.00021716220953,19.0,73,True,False,False,False,False
CUST00075,44.0,14.0,123.0,75.0,38.0,10.648183139601972,19.0,216.0,1.0,6.0,25.68177084501203,8.0,74,True,False,False,False,False
CUST00076,36.0,14.0,347.0,58.0,31.0,5.991945301128786,25.0,784.0,0.0,17.0,16.10325718464419,6.0,75,True,False,False,False,False
CUST00077,72.0,12.0,362.0,112.0,29.0,10.674858777835963,17.0,653.0,0.0,15.0,20.29316025756501,7.0,76,True,False,False,False,False
CUST00078,6.0,85.0,6659.625,311.0,154.5,27.75413326262175,57.0,3117.375,1.0,73.0,2.4330192798296717,3.0,77,False,False,False,True,False
CUST00079,21.0,11.0,1870.0,113.0,68.0,18.78517209064016,43.0,1279.0,0.0,32.0,17.273972938459515,8.0,78,False,False,False,False,True
CUST00080,13.0,55.0,2035.0,280.0,60.0,18.955131878932335,34.0,2682.0,1.0,63.0,12.278341625793717,7.0,79,False,True,False,False,False
CUST00081,124.5,6.0,90.0,47.0,17.0,7.858644880957532,10.0,105.0,0.0,0.0,25.86267759915047,14.0,80,False,False,True,False,False
CUST00082,44.0,6.0,433.0,114.0,19.0,10.09003445482618,19.0,209.0,0.0,6.0,17.48311192234631,7.0,81,True,False,False,False,False
CUST00083,20.0,10.0,1082.0,108.0,45.0,18.52365349262044,47.0,906.0,1.0,34.0,18.565681964898992,12.0,82,False,False,False,False,True
CUST00084,8.0,60.0,6659.625,371.5,154.5,35.040076858773055,88.0,3117.375,0.0,86.0,5.796108992282839,3.0,83,False,False,False,True,False
CUST00085,58.0,25.0,668.0,120.0,51.0,17.226472020610686,29.0,1469.0,1.0,25.0,11.540757324730835,13.0,84,False,False,False,False,True
CUST00086,45.0,30.0,1030.0,152.0,50.0,17.098954333814536,27.0,712.0,0.0,17.0,17.39749947390486,0.0,85,False,False,False,False,True
CUST00087,48.0,16.0,180.0,114.0,14.0,8.535488542043371,11.0,770.0,1.0,10.0,26.571449834894047,11.0,86,True,False,False,False,False
CUST00088,64.0,18.0,275.0,55.0,24.0,8.009577155586724,25.0,731.0,1.0,14.0,22.407539109778853,1.0,87,True,False,False,False,False
CUST00089,123.0,2.0,8.0,20.0,10.0,7.501900807201718,10.0,299.0,0.0,3.0,40.67938713211129,9.0,88,False,False,True,False,False
CUST00090,41.0,38.0,1852.0,160.0,34.0,17.07267918666439,20.0,1256.0,0.0,35.0,14.084873888822733,6.0,89,False,False,False,False,True
CUST00091,23.0,34.0,2405.0,219.0,91.0,16.00195615893258,39.0,1494.0,1.0,63.0,5.639113209491411,2.0,90,False,True,False,False,False
CUST00092,73.0,10.0,422.0,115.0,29.0,11.443657004925674,12.0,638.0,0.0,7.0,17.338518653099204,7.0,91,True,False,False,False,False
CUST00093,49.0,14.0,103.0,67.0,28.0,14.546375133600558,18.0,791.0,0.0,13.0,15.38448374826634,12.0,92,True,False,False,False,False
CUST00094,57.0,30.0,1650.0,120.0,44.0,13.633924794321269,40.0,997.0,0.0,23.0,10.437658471983186,6.0,93,False,False,False,False,True
CUST00095,43.0,10.0,312.0,64.0,29.0,5.384256456390586,17.0,328.0,1.0,5.0,19.37365154363648,19.0,94,True,False,False,False,False
CUST00096,35.0,16.0,634.0,149.0,31.0,19.79103394252273,37.0,688.0,0.0,14.0,11.044729858159362,4.0,95,False,False,False,False,True
CUST00097,48.0,20.0,1272.0,195.0,65.0,18.140669059512668,41.0,1173.0,0.0,21.0,11.081459423371989,0.0,96,False,False,False,False,True
CUST00098,29.0,37.0,1516.0,181.0,47.0,17.53503901107308,33.0,1067.0,0.0,35.0,17.269538687331,14.0,97,False,False,False,False,True
CUST00099,1.0,56.0,6659.625,268.0,154.5,24.95237774397811,88.0,3067.0,1.0,63.0,9.321617192136324,2.0,98,False,False,False,True,False
CUST00100,27.0,58.0,2947.0,187.0,75.0,18.15868785757415,64.0,1171.0,1.0,33.0,7.344488488080395,9.0,99,False,True,False,False,False
CUST00101,13.0,85.0,5157.0,297.0,129.0,35.040076858773055,73.0,3117.375,1.0,86.0,0.6616872172518085,1.0,100,False,False,False,True,False
CUST00102,48.0,11.0,412.0,68.0,33.0,11.679730608221847,19.0,379.0,0.0,10.0,19.499608622317982,8.0,101,True,False,False,False,False
CUST00103,42.0,17.0,616.0,160.0,40.0,11.800180450508067,32.0,1153.0,1.0,34.0,18.90115136309809,1.0,102,False,False,False,False,True
CUST00104,37.0,19.0,698.0,149.0,43.0,14.651235991477796,21.0,1169.0,1.0,21.0,14.810187798004618,3.0,103,False,False,False,False,True
CUST00105,108.0,1.0,34.0,32.0,9.0,8.245101691735513,3.0,164.0,0.0,3.0,31.1455872573072,7.0,104,False,False,True,False,False
CUST00106,17.0,61.0,2092.0,156.0,61.0,28.566380134757253,57.0,1751.0,0.0,61.0,5.029627205603968,4.0,105,False,True,False,False,False
CUST00107,28.0,20.0,1098.0,174.0,31.0,16.801585467588787,37.0,1006.0,1.0,24.0,19.81684505937049,14.0,106,False,False,False,False,True
CUST00108,57.0,18.0,323.0,74.0,29.0,5.80846801643254,20.0,666.0,1.0,15.0,17.439807806431816,9.0,107,True,False,False,False,False
CUST00109,23.0,63.0,3251.0,167.0,72.0,22.855085999984777,49.0,2473.0,0.0,59.0,6.658779246625355,9.0,108,False,True,False,False,False
CUST00110,2.0,85.0,6659.625,227.0,154.5,22.809946297216037,66.0,2533.0,1.0,66.0,6.683607021173941,1.0,109,False,False,False,True,False
CUST00111,23.0,65.0,4971.0,227.0,117.0,18.792133669474733,38.0,1788.0,1.0,59.0,11.898887322384034,7.0,110,False,True,False,False,False
CUST00112,13.0,60.0,3690.0,218.0,65.0,24.90798623154729,56.0,1007.0,1.0,65.0,10.963854184032291,6.0,111,False,True,False,False,False
CUST00113,124.5,7.0,14.0,46.0,18.0,9.016710326647493,11.0,260.0,1.0,0.0,37.73728717251842,10.0,112,False,False,True,False,False
CUST00114,44.0,14.0,206.0,116.0,39.0,11.760560050132533,20.0,548.0,1.0,13.0,18.80504188682545,9.0,113,True,False,False,False,False
CUST00115,50.0,11.0,353.0,78.0,19.0,5.310616564230335,27.0,414.0,0.0,8.0,16.07519069513002,2.0,114,True,False,False,False,False
CUST00116,124.5,4.0,1.0,13.0,0.0,5.193495558369863,1.0,247.0,0.0,3.0,28.18751480973114,6.0,115,False,False,True,False,False
CUST00117,48.0,17.0,381.0,93.0,21.0,12.987718291146283,23.0,541.0,0.0,16.0,28.86221923705048,5.0,116,True,False,False,False,False
CUST00118,19.0,63.0,2806.0,190.0,116.0,15.604172441030816,30.0,2909.0,1.0,37.0,12.674958335093072,0.0,117,False,True,False,False,False
CUST00119,64.0,1.0,73.0,45.0,0.0,9.434304701336098,5.0,83.0,0.0,0.0,28.15895323334248,21.0,118,False,False,True,False,False
CUST00120,34.0,14.0,1026.0,124.0,50.0,13.00806161085434,21.0,718.0,0.0,30.0,19.115968865602746,2.0,119,False,False,False,False,True
CUST00121,31.0,14.0,325.0,63.0,24.0,10.311094225441554,13.0,538.0,0.0,18.0,18.25414838111004,11.0,120,True,False,False,False,False
CUST00122,94.0,7.0,8.0,32.0,3.0,5.232114636483532,3.0,275.0,0.0,0.0,40.67938713211129,8.0,121,False,False,True,False,False
CUST00123,31.0,38.0,1665.0,145.0,44.0,14.705446849512228,38.0,1483.0,1.0,17.0,10.110471452127776,2.0,122,False,False,False,False,True
CUST00124,13.0,43.0,2911.0,155.0,114.0,20.43268136337219,35.0,1482.0,0.0,32.0,11.340770612085656,9.0,123,False,True,False,False,False
CUST00125,27.0,62.0,3967.0,229.0,118.0,18.142293340793994,65.0,1962.0,1.0,42.0,13.15709270002073,8.0,124,False,True,False,False,False
CUST00126,51.0,25.0,1491.0,199.0,50.0,12.04801524939167,38.0,1032.0,1.0,30.0,18.888842740838328,4.0,125,False,False,False,False,True
CUST00127,35.0,13.0,175.0,107.0,23.0,13.51282212216531,11.0,767.0,1.0,14.0,25.18317348585895,5.0,126,True,False,False,False,False
CUST00128,122.0,3.0,20.0,11.0,9.0,8.07490581946904,6.0,200.0,0.0,4.0,38.60094823034704,16.0,127,False,False,True,False,False
CUST00129,2.0,85.0,6195.0,221.0,130.0,35.040076858773055,70.0,3117.375,1.0,86.0,4.156610015004492,4.0,128,False,False,False,True,False
CUST00130,30.0,24.0,1424.0,144.0,33.0,16.721050670137647,35.0,1354.0,0.0,21.0,10.119044688478503,9.0,129,False,False,False,False,True
CUST00131,59.0,15.0,585.0,113.0,46.0,12.087458823986292,35.0,962.0,0.0,24.0,16.2248553870623,6.0,130,False,False,False,False,True
CUST00132,21.0,39.0,4541.0,191.0,111.0,20.584722116613975,40.0,2653.0,0.0,38.0,5.307865688607466,2.0,131,False,True,False,False,False
CUST00133,18.0,65.0,3460.0,239.0,67.0,19.88745029906092,48.0,1366.0,1.0,51.0,11.857030513889372,9.0,132,False,True,False,False,False
CUST00134,23.0,14.0,1403.0,100.0,57.0,12.651808751303228,23.0,1256.0,0.0,27.0,13.018391202475154,1.0,133,False,False,False,False,True
CUST00135,124.5,4.0,29.0,10.0,17.0,9.114880480414346,6.0,140.0,0.0,4.0,20.744279901276972,15.0,134,False,False,True,False,False
CUST00136,31.0,29.0,1861.0,133.0,52.0,12.938900831993168,36.0,1284.0,0.0,27.0,14.294187868522531,14.0,135,False,False,False,False,True
CUST00137,22.0,26.0,1712.0,149.0,55.0,14.935727932689812,47.0,1211.0,0.0,35.0,17.02627106323652,2.0,136,False,False,False,False,True
CUST00138,67.0,17.0,250.0,81.0,19.0,7.9838051356146895,10.0,740.0,0.0,7.0,15.46641932914584,4.0,137,True,False,False,False,False
CUST00139,50.0,20.0,713.0,181.0,64.0,10.193184035343403,49.0,632.0,0.0,28.0,16.683652265904332,12.0,138,False,False,False,False,True
CUST00140,97.0,4.0,20.0,36.0,13.0,8.669927860506814,1.0,252.0,0.0,4.0,37.38973891028948,6.0,139,False,False,True,False,False
CUST00141,124.5,4.0,0.0,34.0,7.0,3.4717319183528463,3.0,57.0,0.0,3.0,30.144306146725885,14.0,140,False,False,True,False,False
CUST00142,13.0,56.0,3100.0,227.0,96.0,28.99022853540753,59.0,1038.0,0.0,45.0,10.633837406661655,6.0,141,False,True,False,False,False
CUST00143,46.0,22.0,1264.0,134.0,44.0,12.446126700695253,26.0,1457.0,0.0,27.0,12.453104979859798,3.0,142,False,False,False,False,True
CUST00144,51.0,15.0,1200.0,131.0,55.0,10.534137632495488,39.0,1349.0,0.0,29.0,17.07120613944381,5.0,143,False,False,False,False,True
CUST00145,11.0,69.0,3908.0,192.0,77.0,15.63502418853738,38.0,1880.0,0.0,30.0,8.476656707588665,3.0,144,False,True,False,False,False
CUST00146,2.0,85.0,6659.625,371.5,113.0,21.022632762133945,88.0,3117.375,0.0,86.0,0.6792620422282625,4.0,145,False,False,False,True,False
CUST00147,45.0,12.0,205.0,76.0,17.0,13.382941170007634,12.0,312.0,0.0,19.0,20.342678014926317,16.0,146,True,False,False,False,False
CUST00148,59.0,11.0,1892.0,130.0,66.0,10.190976556032044,21.0,533.0,1.0,36.0,11.146399435857068,13.0,147,False,False,False,False,True
CUST00149,14.0,85.0,6659.625,328.0,128.0,35.040076858773055,82.0,3117.375,1.0,75.0,3.1265631435521946,2.0,148,False,False,False,True,False
CUST00150,27.0,60.0,3178.0,165.0,117.0,27.76203902474269,41.0,2941.0,1.0,40.0,8.631287104896359,0.0,149,False,True,False,False,False
CUST00151,86.0,2.0,11.0,39.0,8.0,2.595801281703804,6.0,214.0,0.0,0.0,40.67938713211129,14.0,150,False,False,True,False,False
CUST00152,28.0,56.0,2455.0,228.0,86.0,28.831389803584976,37.0,1989.0,0.0,47.0,5.1746813027900265,5.0,151,False,True,False,False,False
CUST00153,12.0,44.0,3634.0,187.0,92.0,23.36851168215764,30.0,2140.0,0.0,37.0,14.329625485670794,5.0,152,False,True,False,False,False
CUST00154,29.0,19.0,1304.0,125.0,57.0,19.17524727230348,36.0,1153.0,1.0,38.0,17.080113308712896,1.0,153,False,False,False,False,True
CUST00155,103.0,1.0,1.0,26.0,9.0,6.445643366626902,3.0,107.0,0.0,4.0,21.33185794907981,3.0,154,False,False,True,False,False
CUST00156,11.0,48.0,3844.0,244.0,104.0,24.181189773057888,51.0,2046.0,0.0,44.0,12.33024214863658,6.0,155,False,True,False,False,False
CUST00157,49.0,17.0,208.0,89.0,34.0,14.705525148851017,17.0,729.0,1.0,15.0,27.59350059713133,4.0,156,True,False,False,False,False
CUST00158,87.0,9.0,330.0,56.0,18.0,8.98641335196384,13.0,429.0,0.0,13.0,25.13183427034876,12.0,157,True,False,False,False,False
CUST00159,16.0,38.0,2362.0,248.0,117.0,19.36295902694548,32.0,2358.0,1.0,62.0,14.41904972838329,3.0,158,False,True,False,False,False
CUST00160,35.0,6.0,384.0,89.0,10.0,10.893763726481172,13.0,428.0,0.0,16.0,24.41063256653043,12.0,159,True,False,False,False,False
CUST00161,37.0,26.0,716.0,164.0,44.0,14.262314582647644,35.0,903.0,1.0,36.0,11.171072315052776,4.0,160,False,False,False,False,True
CUST00162,63.0,11.0,166.0,111.0,33.0,13.31640040169331,22.0,398.0,0.0,7.0,20.898460469593164,17.0,161,True,False,False,False,False
CUST00163,58.0,14.0,131.0,88.0,18.0,8.995064752605643,17.0,779.0,0.0,16.0,19.60724925284928,1.0,162,True,False,False,False,False
CUST00164,32.0,10.0,1383.0,138.0,57.0,13.192567052478967,28.0,655.0,1.0,26.0,16.83336281280214,12.0,163,False,False,False,False,True
CUST00165,7.0,59.0,6659.625,333.0,147.0,28.03260416665537,52.0,3117.375,1.0,62.0,2.2297448800998207,4.0,164,False,False,False,True,False
CUST00166,46.0,11.0,255.0,62.0,37.0,6.151639119045256,13.0,419.0,0.0,9.0,23.651412711538864,3.0,165,True,False,False,False,False
CUST00167,54.0,11.0,807.0,190.0,39.0,15.73584606953789,39.0,1296.0,1.0,38.0,12.936764133584362,1.0,166,False,False,False,False,True
CUST00168,25.0,39.0,4379.0,179.0,110.0,20.97899494077684,43.0,1277.0,1.0,30.0,14.975482216812413,3.0,167,False,True,False,False,False
CUST00169,12.0,64.0,6659.625,246.0,153.0,27.10534436114667,88.0,3117.375,0.0,86.0,5.0278371077197175,2.0,168,False,False,False,True,False
CUST00170,21.0,11.0,1689.0,128.0,32.0,13.756487354930009,23.0,784.0,1.0,26.0,14.032294726807958,6.0,169,False,False,False,False,True
CUST00171,74.0,19.0,261.0,99.0,10.0,8.679029252862756,17.0,626.0,1.0,19.0,29.45764277390789,16.0,170,True,False,False,False,False
CUST00172,12.0,59.0,6659.625,207.0,144.0,22.522053919748185,81.0,3117.375,1.0,53.0,6.453308128295218,3.0,171,False,False,False,True,False
CUST00173,43.0,33.0,554.0,125.0,54.0,11.21511169537666,29.0,685.0,0.0,10.0,13.015966074459236,8.0,172,False,False,False,False,True
CUST00174,25.0,34.0,3362.0,155.0,85.0,29.29766307394709,68.0,2032.0,1.0,43.0,12.61060383967476,8.0,173,False,True,False,False,False
CUST00175,44.0,9.0,277.0,70.0,34.0,8.373928312487664,15.0,459.0,0.0,14.0,15.058939821333269,11.0,174,True,False,False,False,False
CUST00176,24.0,50.0,3709.0,207.0,90.0,21.654684699052183,48.0,1038.0,0.0,59.0,6.515879119023195,8.0,175,False,True,False,False,False
CUST00177,58.0,6.0,151.0,63.0,12.0,6.089716293039158,16.0,550.0,1.0,6.0,24.9565010418255,19.0,176,True,False,False,False,False
CUST00178,33.0,38.0,791.0,190.0,53.0,15.28352122551236,40.0,864.0,0.0,24.0,12.94321744231236,3.0,177,False,False,False,False,True
CUST00179,123.0,3.0,74.0,27.0,9.0,2.1766126551206497,6.0,232.0,1.0,0.0,40.67938713211129,1.0,178,False,False,True,False,False
CUST00180,22.0,65.0,4714.0,222.0,64.0,29.066295232672253,60.0,2282.0,0.0,64.0,14.035593036972818,9.0,179,False,True,False,False,False
CUST00181,56.0,39.0,1740.0,131.0,64.0,12.174620835913878,26.0,819.0,0.0,27.0,16.995589594516332,6.0,180,False,False,False,False,True
CUST00182,17.0,62.0,4750.0,174.0,95.0,26.86774001083402,68.0,2581.0,0.0,52.0,7.770455962834224,0.0,181,False,True,False,False,False
